"ticker","nombre_empresa","sector","industria","fecha_consulta","market_cap","enterprise_value"
"HOFVW","Hall of Fame Village, LLC","Communication Services","Entertainment",NULL,"14068.0",NULL
"HOG","Harley-Davidson, Inc.","Consumer Cyclical","Auto - Recreational Vehicles","2025-05-31","2941224480.0",NULL
"HOL","Holicity Inc.","Financial Services","Shell Companies",NULL,"3303205112.0",NULL
"HOLI","Hollysys Automation Technologies Ltd.","Industrials","Electrical Equipment & Parts",NULL,"1643316074.0",NULL
"HOLO","MicroCloud Hologram Inc.","Technology","Hardware, Equipment & Parts",NULL,"25907686.0",NULL
"HOLOW","MicroCloud Hologram Inc.","Technology","Hardware, Equipment & Parts",NULL,"331920.0",NULL
"HOLUU","Holicity Inc.","Financial Services","Shell Companies",NULL,"3650910914.0",NULL
"HOLX","Hologic, Inc.","Healthcare","Medical - Instruments & Supplies",NULL,"14389101650.0",NULL
"HOMB","Home Bancshares, Inc. (Conway, AR)","Financial Services","Banks - Regional",NULL,"5497397760.0",NULL
"HOME","At Home Group Inc.","Consumer Cyclical","Specialty Retail","2025-06-01","0.0",NULL
"HON","Honeywell International Inc.","Industrials","Conglomerates",NULL,"144288760330.0",NULL
"HOND","HCM II Acquisition Corp.","Financial Services","Shell Companies",NULL,"330625012.0",NULL
"HONDU","HCM II Acquisition Corp. Unit","Financial Services","Shell Companies",NULL,"330625000.0",NULL
"HONE","HarborOne Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"480464650.0",NULL
"HOOD","Robinhood Markets, Inc.","Technology","Software - Infrastructure","2025-05-30","57210460602.0",NULL
"HOOK","HOOKIPA Pharma Inc.","Healthcare","Biotechnology",NULL,"18649383.0",NULL
"HOPE","Hope Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"1271596080.0",NULL
"HORI","Emerging Markets Horizon Corp.","Financial Services","Shell Companies",NULL,"373749979.0",NULL
"HORIU","Emerging Markets Horizon Corp.","Financial Services","Shell Companies",NULL,"393763554.0",NULL
"HOTH","Hoth Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"15718591.0",NULL
"HOUR","Hour Loop, Inc.","Consumer Cyclical","Specialty Retail","2025-06-01","43598636.0",NULL
"HOUS","Anywhere Real Estate Inc.","Real Estate","Real Estate - Services",NULL,"385727250.0",NULL
"HOV","Hovnanian Enterprises, Inc.","Consumer Cyclical","Residential Construction","2025-05-31","522871516.0",NULL
"HOVNP","Hovnanian Enterprises, Inc. PFD DEP1/1000A","Consumer Cyclical","Residential Construction",NULL,"542268675.0",NULL
"HOVR","New Horizon Aircraft Ltd.","Industrials","Aerospace & Defense",NULL,"32012850.0",NULL
"HOVRW","New Horizon Aircraft Ltd.","Industrials","Aerospace & Defense",NULL,"3282886.0",NULL
"HOWL","Werewolf Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"63271776.0",NULL
"HP","Helmerich & Payne, Inc.","Energy","Oil & Gas Drilling",NULL,"1618502248.0",NULL
"HPAI","Helport AI Limited","Technology","Software - Infrastructure",NULL,"185665000.0",NULL
"HPAIW","Helport AI Limited","Technology","Software - Infrastructure",NULL,"8897918.0",NULL
"HPCO","Hempacco Co., Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"35535.0",NULL
"HPE","Hewlett Packard Enterprise Company","Technology","Communication Equipment","2025-05-30","22698662400.0",NULL
"HPF","John Hancock Preferred Income Fund II","Financial Services","Asset Management - Income",NULL,"342192188.0",NULL
"HPH","Highest Performances Holdings Inc.","Financial Services","Asset Management",NULL,"41290715.0",NULL
"HPI","John Hancock Preferred Income Fund","Financial Services","Asset Management - Income",NULL,"428768274.0",NULL
"HPK","HighPeak Energy, Inc.","Energy","Oil & Gas Exploration & Production",NULL,"1331267520.0",NULL
"HPKEW","HighPeak Energy, Inc.","Energy","Oil & Gas Exploration & Production",NULL,"118755114.0",NULL
"HPLT","Home Plate Acquisition Corp.","Financial Services","Shell Companies",NULL,"76511329.0",NULL
"HPLTU","Home Plate Acquisition Corp.","Financial Services","Shell Companies",NULL,"78825793.0",NULL
"HPP","Hudson Pacific Properties, Inc.","Real Estate","REIT - Office",NULL,"264403040.0",NULL
"HPP-PC","Hudson Pacific Properties, Inc.","Real Estate","REIT - Office",NULL,"1761744320.0",NULL
"HPQ","HP Inc.","Technology","Computer Hardware","2025-05-30","23473304700.0",NULL
"HPS","John Hancock Preferred Income Fund III","Financial Services","Asset Management - Income",NULL,"456993896.0",NULL
"HPX","HPX Corp.","Financial Services","Shell Companies",NULL,"149020640.0",NULL
"HPX-UN","HPX Corp.","Financial Services","Shell Companies",NULL,"142849028.0",NULL
"HQH","Tekla Healthcare Investors","Financial Services","Asset Management",NULL,"830016502.0",NULL
"HQI","HireQuest, Inc.","Industrials","Staffing & Employment Services",NULL,"137937800.0",NULL
"HQL","Tekla Life Sciences Investors","Financial Services","Asset Management",NULL,"361771172.0",NULL
"HQY","HealthEquity, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"9612605464.0",NULL
"HR","Healthcare Realty Trust Incorporated","Real Estate","REIT - Healthcare Facilities","2025-06-02","5095633500.0",NULL
"HRB","H&R Block, Inc.","Consumer Cyclical","Personal Products & Services","2025-05-31","7624466000.0",NULL
"HRI","Herc Holdings Inc.","Industrials","Rental & Leasing Services",NULL,"3254699475.0",NULL
"HRL","Hormel Foods Corporation","Consumer Defensive","Packaged Foods","2025-05-31","16871330840.0",NULL
"HRMY","Harmony Biosciences Holdings, Inc.","Healthcare","Biotechnology",NULL,"2033968706.0",NULL
"HROW","Harrow Health, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"1106492940.0",NULL
"HROWL","Harrow Health, Inc. 8.625% Senior Notes due 2026","Healthcare","Medical - Pharmaceuticals",NULL,"1089603397.0",NULL
"HROWM","Harrow Health, Inc. 11.875% Senior Notes due 2027","Healthcare","Medical - Pharmaceuticals",NULL,"1085939817.0",NULL
"HRT","HireRight Holdings Corporation","Industrials","Staffing & Employment Services",NULL,"967189080.0",NULL
"HRTG","Heritage Insurance Holdings, Inc.","Financial Services","Insurance - Property & Casualty",NULL,"753137190.0",NULL
"HRTX","Heron Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"323435680.0",NULL
"HRYU","Hanryu Holdings, Inc.","Communication Services","Internet Content & Information",NULL,"15198315.0",NULL
"HRZN","Horizon Technology Finance Corporation","Financial Services","Asset Management",NULL,"300241200.0",NULL
"HSAI","Hesai Group","Consumer Cyclical","Auto - Parts","2025-05-31","2498346480.0",NULL
"HSAQ","Health Sciences Acquisitions Corporation 2","Financial Services","Shell Companies",NULL,"149233051.0",NULL
"HSBC","HSBC Holdings plc","Financial Services","Banks - Diversified","2025-06-01","208327704000.0",NULL
"HSC","Harsco Corporation","Industrials","Waste Management",NULL,"729606360.0",NULL
"HSCS","Heart Test Laboratories, Inc.","Healthcare","Medical - Devices",NULL,"3815739.0",NULL
"HSCSW","Heart Test Laboratories, Inc.","Healthcare","Medical - Devices",NULL,"49291.0",NULL
"HSDT","Helius Medical Technologies, Inc.","Healthcare","Medical - Devices",NULL,"456774.0",NULL
"HSHP","Himalaya Shipping Ltd.","Industrials","Marine Shipping",NULL,"282093000.0",NULL
"HSIC","Henry Schein, Inc.","Healthcare","Medical - Distribution",NULL,"8629948000.0",NULL
"HSII","Heidrick & Struggles International, Inc.","Industrials","Staffing & Employment Services",NULL,"891230976.0",NULL
"HSKA","Heska Corporation","Healthcare","Medical - Devices",NULL,"1309546862.0",NULL
"HSON","Hudson Global, Inc.","Industrials","Staffing & Employment Services",NULL,"24729153.0",NULL
"HSPO","Horizon Space Acquisition I Corp. Ordinary Shares","Financial Services","Shell Companies",NULL,"50900303.0",NULL
"HSPOR","Horizon Space Acquisition I Corp.","Financial Services","Shell Companies",NULL,"719780.0",NULL
"HSPOU","Horizon Space Acquisition I Corp.","Financial Services","Shell Companies",NULL,"50483415.0",NULL
"HSPOW","Horizon Space Acquisition I Corp. Warrant","Financial Services","Shell Companies",NULL,"105850.0",NULL
"HSPT","Horizon Space Acquisition II Corp.","Financial Services","Shell Companies",NULL,"92661400.0",NULL
"HSPTR","Horizon Space Acquisition II Corp. Right","Financial Services","Shell Companies",NULL,"1367910.0",NULL
"HSPTU","Horizon Space Acquisition II Corp.","Financial Services","Shell Companies",NULL,"94931390.0",NULL
"HSSIX","Emerald Banking and Finance Fund Institutional Class","Financial Services","Asset Management",NULL,"45627180.0",NULL
"HST","Host Hotels & Resorts, Inc.","Real Estate","REIT - Hotel & Motel",NULL,"10710944160.0",NULL
"HSTM","HealthStream, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"861423966.0",NULL
"HSTO","Histogen Inc.","Healthcare","Biotechnology",NULL,"85435.0",NULL
"HSW.IR","Hostelworld Group plc","Consumer Cyclical","Travel Services","2025-06-01","197279350.0",NULL
"HSY","The Hershey Company","Consumer Defensive","Food Confectioners","2025-05-31","32556444634.0",NULL
"HT","Hersha Hospitality Trust","Real Estate","REIT - Hotel & Motel",NULL,"482852634.0",NULL
"HT-PC","Hersha Hospitality Trust","Real Estate","REIT - Hotel & Motel",NULL,"722215675.0",NULL
"HT-PD","Hersha Hospitality Trust","Real Estate","REIT - Hotel & Motel",NULL,"755487474.0",NULL
"HT-PE","Hersha Hospitality Trust","Real Estate","REIT - Hotel & Motel",NULL,"755949182.0",NULL
"HTA","Healthcare Trust of America, Inc.","Real Estate","REIT - Healthcare Facilities",NULL,"11114968200.0",NULL
"HTB","HomeTrust Bancshares, Inc.","Financial Services","Banks - Regional",NULL,"631566916.0",NULL
"HTBI","HomeTrust Bancshares, Inc.","Financial Services","Banks - Regional",NULL,"634508000.0",NULL
"HTBK","Heritage Commerce Corp","Financial Services","Banks - Regional",NULL,"569142420.0",NULL
"HTCO","Caravelle International Group","Industrials","Marine Shipping",NULL,"32581157.0",NULL
"HTCR","HeartCore Enterprises, Inc.","Technology","Software - Application",NULL,"13289350.0",NULL
"HTD","John Hancock Tax-Advantaged Dividend Income Fund","Financial Services","Asset Management - Income",NULL,"803947542.0",NULL
"HTFA","Horizon Technology Finance Corporation 6.25% NT 22","","",NULL,"289707855.0",NULL
"HTFB","Horizon Technology Finance Corporation","Financial Services","Asset Management",NULL,"1008875000.0",NULL
"HTFC","Horizon Technology Finance Corp","Financial Services","Asset Management",NULL,"990715250.0",NULL
"HTGC","Hercules Capital, Inc.","Financial Services","Asset Management",NULL,"3134862620.0",NULL
"HTGM","HTG Molecular Diagnostics, Inc.","Healthcare","Medical - Diagnostics & Research",NULL,"1062830.0",NULL
"HTH","Hilltop Holdings Inc.","Financial Services","Banks - Regional",NULL,"1878464227.0",NULL
"HTHT","H World Group Limited","Consumer Cyclical","Travel Lodging","2025-05-31","1087695727.0",NULL
"HTIA","Healthcare Trust, Inc.","Real Estate","REIT - Healthcare Facilities",NULL,"418161765.0",NULL
"HTLD","Heartland Express, Inc.","Industrials","Trucking",NULL,"677752605.0",NULL
"HTLF","Heartland Financial USA, Inc.","Financial Services","Banks - Regional",NULL,"2774427071.0",NULL
"HTLFP","Heartland Financial USA, Inc.","Financial Services","Banks - Regional",NULL,"1074101290.0",NULL
"HTLM","HomesToLife Ltd","Industrials","Industrial - Distribution",NULL,"54343750.0",NULL
"HTO","SJW Group Common Stock","Utilities","Regulated Water",NULL,"1777510800.0",NULL
"HTOO","Fusion Fuel Green PLC","Utilities","Renewable Utilities",NULL,"7154463.0",NULL
"HTOOW","Fusion Fuel Green PLC","Utilities","Renewable Utilities",NULL,"9486984.0",NULL
"HTY","John Hancock Investments - John Hancock Tax-Advantaged Global Shareholder Yield Fund","Financial Services","Asset Management - Global",NULL,"54499782.0",NULL
"HTZ","Hertz Global Holdings, Inc.","Industrials","Rental & Leasing Services",NULL,"1916182103.0",NULL
"HTZWW","Hertz Global Holdings, Inc.","Industrials","Rental & Leasing Services",NULL,"1951752804.0",NULL
"HUAK","Huake Holding Biology Co., LTD.","Consumer Defensive","Packaged Foods","2025-05-31","0.0",NULL
"HUBB","Hubbell Incorporated","Industrials","Electrical Equipment & Parts",NULL,"20330690792.0",NULL
"HUBC","HUB Cyber Security Ltd.","Technology","Software - Infrastructure",NULL,"22204531.0",NULL
"HUBCW","HUB Cyber Security (Israel) Ltd.","Technology","Software - Infrastructure",NULL,"22204533.0",NULL
"HUBCZ","HUB Cyber Security Ltd.","Technology","Software - Infrastructure",NULL,"93937.0",NULL
"HUBG","Hub Group, Inc.","Industrials","Integrated Freight & Logistics",NULL,"2006340365.0",NULL
"HUBS","HubSpot, Inc.","Technology","Software - Application","2025-05-30","31109910240.0",NULL
"HUDA","Hudson Acquisition I Corp.","Financial Services","Shell Companies",NULL,"27372680.0",NULL
"HUDAR","Hudson Acquisition I Corp.","Financial Services","Shell Companies",NULL,"479497.0",NULL
"HUDAU","Hudson Acquisition I Corp. Unit","Financial Services","Shell Companies",NULL,"27372676.0",NULL
"HUDI","Huadi International Group Co., Ltd.","Basic Materials","Steel",NULL,"20572043.0",NULL
"HUGE","FSD Pharma Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"66671.0",NULL
"HUHU","HUHUTECH International Group Inc. Ordinary Shares","Industrials","Industrial - Machinery",NULL,"99091568.0",NULL
"HUIZ","Huize Holding Limited","Financial Services","Insurance - Brokers",NULL,"1013898.0",NULL
"HUM","Humana Inc.","Healthcare","Medical - Healthcare Plans",NULL,"27843875100.0",NULL
"HUMA","Humacyte, Inc.","Healthcare","Biotechnology",NULL,"397104640.0",NULL
"HUMAW","Humacyte, Inc.","Healthcare","Biotechnology",NULL,"394994769.0",NULL
"HUN","Huntsman Corporation","Basic Materials","Chemicals",NULL,"1963329800.0",NULL
"HURA","TuHURA Biosciences, Inc.","Healthcare","Biotechnology",NULL,"125799552.0",NULL
"HURC","Hurco Companies, Inc.","Industrials","Industrial - Machinery",NULL,"93888175.0",NULL
"HURN","Huron Consulting Group Inc.","Industrials","Consulting Services",NULL,"2476640320.0",NULL
"HUSA","Houston American Energy Corp.","Energy","Oil & Gas Exploration & Production",NULL,"7529520.0",NULL
"HUT","Hut 8 Corp.","Financial Services","Financial - Capital Markets",NULL,"1700870400.0",NULL
"HUYA","HUYA Inc.","Communication Services","Entertainment",NULL,"850455512.0",NULL
"HVBC","HV Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"77407466.0",NULL
"HVII","Hennessy Capital Investment Corp. VII","Financial Services","Financial - Conglomerates",NULL,"263095897.0",NULL
"HVIIR","Hennessy Capital Investment Corp. VII","Financial Services","Financial - Conglomerates",NULL,"454374.0",NULL
"HVIIU","Hennessy Capital Investment Corp. VII","Financial Services","Financial - Conglomerates",NULL,"270897889.0",NULL
"HVT","Haverty Furniture Companies, Inc.","Consumer Cyclical","Home Improvement","2025-05-31","338631961.0",NULL
"HVT-A","Haverty Furniture Companies, Inc.","Consumer Cyclical","Home Improvement",NULL,"318424513.0",NULL
"HWBK","Hawthorn Bancshares, Inc.","Financial Services","Banks - Regional",NULL,"202634072.0",NULL
"HWC","Hancock Whitney Corporation","Financial Services","Banks - Regional",NULL,"4559643968.0",NULL
"HWCPZ","Hancock Whitney Corporation - 6","Financial Services","Banks - Regional",NULL,"4676648196.0",NULL
"HWEL","Healthwell Acquisition Corp. I","Financial Services","Shell Companies",NULL,"327343760.0",NULL
"HWELU","Healthwell Acquisition Corp. I","Financial Services","Shell Companies",NULL,"98167100.0",NULL
"HWELW","Healthwell Acquisition Corp. I","Financial Services","Shell Companies",NULL,"327343760.0",NULL
"HWH","HWH International Inc.","Consumer Cyclical","Leisure","2025-06-01","7771680.0",NULL
"HWKN","Hawkins, Inc.","Basic Materials","Chemicals - Specialty",NULL,"2817360000.0",NULL
"HWKZ","Hawks Acquisition Corp","Financial Services","Shell Companies",NULL,"100119748.0",NULL
"HWKZ-UN","Hawks Acquisition Corp","Financial Services","Shell Companies",NULL,"101289647.0",NULL
"HWM","Howmet Aerospace Inc.","Industrials","Industrial - Machinery",NULL,"69205870560.0",NULL
"HX","Akso Health Group","Healthcare","Medical - Distribution",NULL,"53370688.0",NULL
"HXHX","Haoxin Holdings Limited Class A Ordinary Shares","Industrials","Trucking",NULL,"25850000.0",NULL
"HXL","Hexcel Corporation","Industrials","Aerospace & Defense",NULL,"4285118177.0",NULL
"HY","Hyster-Yale Materials Handling, Inc.","Industrials","Agricultural - Machinery",NULL,"695187090.0",NULL
"HYAC","Haymaker Acquisition Corp. III","Financial Services","Shell Companies",NULL,"327829150.0",NULL
"HYAC-UN","Haymaker Acquisition Corp. 4","Financial Services","Shell Companies",NULL,"346724875.0",NULL
"HYACU","Haymaker Acquisition Corp. III","Financial Services","Shell Companies",NULL,"1213696800.0",NULL
"HYB","The New America High Income Fund Inc.","Financial Services","Asset Management - Income",NULL,"191672540.0",NULL
"HYFM","Hydrofarm Holdings Group, Inc.","Industrials","Agricultural - Machinery",NULL,"16807515.0",NULL
"HYI","Western Asset High Yield Defined Opportunity Fund Inc.","Financial Services","Asset Management",NULL,"267470600.0",NULL
"HYLN","Hyliion Holdings Corp.","Consumer Cyclical","Auto - Parts","2025-05-31","269858808.0",NULL
"HYMC","Hycroft Mining Holding Corporation","Basic Materials","Gold",NULL,"102931608.0",NULL
"HYMCL","Hycroft Mining Holding Corporation","Basic Materials","Gold",NULL,"547136.0",NULL
"HYMCW","Hycroft Mining Holding Corporation","Basic Materials","Gold",NULL,"4998.0",NULL
"HYPR","Hyperfine, Inc.","Healthcare","Medical - Devices",NULL,"60263609.0",NULL
"HYRE","HyreCar Inc.","Industrials","Rental & Leasing Services",NULL,"486786.0",NULL
"HYT","BlackRock Corporate High Yield Fund, Inc.","Financial Services","Asset Management",NULL,"1499660872.0",NULL
"HYW","Hywin Holdings Ltd.","Financial Services","Asset Management",NULL,"10329200.0",NULL
"HYZN","Hyzon Motors Inc.","Consumer Cyclical","Auto - Manufacturers","2025-06-01","4968625.0",NULL
"HYZNW","HYZON Motors Inc","Consumer Cyclical","Auto - Parts",NULL,"15529.0",NULL
"HZN","Horizon Global Corporation","Consumer Cyclical","Auto - Parts","2025-06-01","0.0",NULL
"HZNP","Horizon Therapeutics Public Limited Company","Healthcare","Drug Manufacturers - General",NULL,"26602827531.0",NULL
"HZO","MarineMax, Inc.","Consumer Cyclical","Specialty Retail","2025-05-31","455236080.0",NULL
"IAA","IAA, Inc.","Industrials","Specialty Business Services",NULL,"5339635510.0",NULL
"IAC","IAC InterActive Corp.","Communication Services","Internet Content & Information",NULL,"2822406676.0",NULL
"IAE","Voya Asia Pacific High Dividend Equity Income Fund","Financial Services","Asset Management - Income",NULL,"74484384.0",NULL
"IAF","Abrdn Australia Equity Fund Inc","Financial Services","Asset Management",NULL,"122381402.0",NULL
"IAG","IAMGOLD Corporation","Basic Materials","Gold",NULL,"4416768000.0",NULL
"IART","Integra LifeSciences Holdings Corporation","Healthcare","Medical - Devices",NULL,"1078646724.0",NULL
"IAS","Integral Ad Science Holding Corp.","Communication Services","Advertising Agencies",NULL,"1319302920.0",NULL
"IAUX","i-80 Gold Corp.","Basic Materials","Gold",NULL,"473581909.0",NULL
"IBA","Industrias Bachoco, S.A.B. de C.V.","Consumer Defensive","Agricultural Farm Products","2025-05-31","2647265200.0",NULL
"IBAC","IB Acquisition Corp. Common Stock","Financial Services","Shell Companies",NULL,"164420500.0",NULL
"IBACR","IB Acquisition Corp. Right","Financial Services","Shell Companies",NULL,"867346.0",NULL
"IBACU","IB Acquisition Corp. Unit","Financial Services","Shell Companies",NULL,"32827320.0",NULL
"IBCP","Independent Bank Corporation","Financial Services","Banks - Regional",NULL,"639032556.0",NULL
"IBER","Ibere Pharmaceuticals","Financial Services","Shell Companies",NULL,"175605000.0",NULL
"IBEX","IBEX Limited","Technology","Information Technology Services",NULL,"380444780.0",NULL
"IBG","Innovation Beverage Group Limited","Consumer Defensive","Beverages - Alcoholic","2025-05-31","5940855.0",NULL
"IBIO","iBio, Inc.","Healthcare","Biotechnology",NULL,"15106900.0",NULL
"IBKR","Interactive Brokers Group, Inc.","Financial Services","Financial - Capital Markets",NULL,"87419155975.0",NULL
"IBM","International Business Machines Corporation","Technology","Information Technology Services","2025-05-29","270510290820.0",NULL
"IBN","ICICI Bank Limited","Financial Services","Banks - Regional","2025-06-01","61042472800.0",NULL
"IBOC","International Bancshares Corporation","Financial Services","Banks - Regional",NULL,"3908104091.0",NULL
"IBP","Installed Building Products, Inc.","Consumer Cyclical","Residential Construction","2025-05-31","4404103992.0",NULL
"IBRX","ImmunityBio, Inc.","Healthcare","Biotechnology",NULL,"3036212800.0",NULL
"IBS.LS","Ibersol, S.G.P.S., S.A.","Consumer Cyclical","Restaurants","2025-05-31","410227700.0",NULL
"IBTA","Ibotta, Inc.","Technology","Software - Application",NULL,"1252862276.0",NULL
"IBTX","Independent Bank Group, Inc.","Financial Services","Banks - Regional",NULL,"2513928187.0",NULL
"ICAD","iCAD, Inc.","Healthcare","Medical - Devices",NULL,"107685928.0",NULL
"ICCC","ImmuCell Corporation","Healthcare","Biotechnology",NULL,"58020108.0",NULL
"ICCH","ICC Holdings, Inc.","Financial Services","Insurance - Specialty",NULL,"69594763.0",NULL
"ICCM","IceCure Medical Ltd","Healthcare","Medical - Devices",NULL,"58831760.0",NULL
"ICCT","iCoreConnect Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"2195173.0",NULL
"ICD","Independence Contract Drilling, Inc.","Energy","Oil & Gas Drilling",NULL,"8915935.0",NULL
"ICE","Intercontinental Exchange, Inc.","Financial Services","Financial - Data & Stock Exchanges","2025-06-01","103137954800.0",NULL
"ICE.TO","Canlan Ice Sports Corp.","Consumer Cyclical","Leisure","2025-06-01","51347450.0",NULL
"ICFI","ICF International, Inc.","Industrials","Consulting Services",NULL,"1522377037.0",NULL
"ICG","Intchains Group Limited","Technology","Semiconductors",NULL,"63577231.0",NULL
"ICHR","Ichor Holdings, Ltd.","Technology","Semiconductors",NULL,"548306793.0",NULL
"ICL","ICL Group Ltd","Basic Materials","Agricultural Inputs",NULL,"8671911360.0",NULL
"ICLK","iClick Interactive Asia Group Limited","Communication Services","Advertising Agencies",NULL,"82012290.0",NULL
"ICLR","ICON Public Limited Company","Healthcare","Medical - Diagnostics & Research",NULL,"11282546499.0",NULL
"ICMAX","Intrepid Small Cap Fund - Investor Class","Financial Services","Asset Management",NULL,"37565296.0",NULL
"ICMB","Investcorp Credit Management BDC, Inc.","Financial Services","Asset Management",NULL,"39187342.0",NULL
"ICNC","Iconic Sports Acquisition Corp.","Financial Services","Shell Companies",NULL,"237773517.0",NULL
"ICNC-UN","Iconic Sports Acquisition Corp.","Financial Services","Shell Companies",NULL,"234457452.0",NULL
"ICON","Icon Energy Corp.","Industrials","Marine Shipping",NULL,"3652612.0",NULL
"ICPT","Intercept Pharmaceuticals, Inc.","Healthcare","Biotechnology",NULL,"794694000.0",NULL
"ICTVX","ICON Utilities and Income Fund Investor","Financial Services","Asset Management - Income",NULL,"46769812.0",NULL
"ICU","SeaStar Medical Holding Corporation","Healthcare","Biotechnology",NULL,"13150850.0",NULL
"ICUCW","SeaStar Medical Holding Corporation","Healthcare","Biotechnology",NULL,"11225165.0",NULL
"ICUI","ICU Medical, Inc.","Healthcare","Medical - Instruments & Supplies",NULL,"3353371375.0",NULL
"ICVX","Icosavax, Inc.","Healthcare","Biotechnology",NULL,"769036610.0",NULL
"ID","PARTS iD, Inc.","Consumer Cyclical","Specialty Retail","2025-06-01","2099404.0",NULL
"IDA","IDACORP, Inc.","Utilities","Regulated Electric",NULL,"6207518637.0",NULL
"IDAI","T Stamp Inc.","Technology","Software - Application",NULL,"5424942.0",NULL
"IDBA","IDEX Biometrics ASA","Technology","Software - Application",NULL,"90786544.0",NULL
"IDCC","InterDigital, Inc.","Technology","Software - Application","2025-05-30","5635007442.0",NULL
"IDE","Voya Infrastructure, Industrials and Materials Fund","Financial Services","Asset Management",NULL,"170963064.0",NULL
"IDEX","Ideanomics, Inc.","Industrials","Agricultural - Machinery",NULL,"42143.0",NULL
"IDG.TO","Indigo Books & Music Inc.","Consumer Cyclical","Specialty Retail","2025-06-01","69166500.0",NULL
"IDN","Intellicheck, Inc.","Technology","Software - Application",NULL,"111526652.0",NULL
"IDR","Idaho Strategic Resources, Inc.","Basic Materials","Gold",NULL,"192150988.0",NULL
"IDT","IDT Corporation","Communication Services","Telecommunications Services",NULL,"1451402223.0",NULL
"IDW","IDW Media Holdings, Inc.","Communication Services","Publishing",NULL,"6074954.0",NULL
"IDXX","IDEXX Laboratories, Inc.","Healthcare","Medical - Diagnostics & Research",NULL,"41706797340.0",NULL
"IDYA","IDEAYA Biosciences, Inc.","Healthcare","Biotechnology",NULL,"1901405220.0",NULL
"IE","Ivanhoe Electric Inc.","Technology","Software - Application",NULL,"1001056908.0",NULL
"IEP","Icahn Enterprises L.P.","Industrials","Conglomerates",NULL,"4570739820.0",NULL
"IESC","IES Holdings, Inc.","Industrials","Engineering & Construction",NULL,"5166511968.0",NULL
"IEX","IDEX Corporation","Industrials","Industrial - Machinery",NULL,"13506996757.0",NULL
"IFA.TO","iFabric Corp.","Consumer Cyclical","Apparel - Manufacturers","2025-06-01","30299500.0",NULL
"IFAFX","The Income Fund of America, Class F-1 Shares","Financial Services","Asset Management - Income","2025-06-01","127593837670.0",NULL
"IFBD","Infobird Co., Ltd","Technology","Software - Application",NULL,"8352341.0",NULL
"IFC.TO","Intact Financial Corporation","Financial Services","Insurance - Property & Casualty","2025-06-01","55527093050.0",NULL
"IFF","International Flavors & Fragrances Inc.","Basic Materials","Chemicals - Specialty",NULL,"19557703400.0",NULL
"IFIN","InFinT Acquisition Corporation","Financial Services","Shell Companies",NULL,"66418536.0",NULL
"IFIN-UN","InFinT Acquisition Corporation","Financial Services","Shell Companies",NULL,"66418533.0",NULL
"IFIN-WT","InFinT Acquisition Corporation","","",NULL,"149231784.0",NULL
"IFN","The India Fund, Inc.","Financial Services","Asset Management",NULL,"646339500.0",NULL
"IFRX","InflaRx N.V.","Healthcare","Biotechnology",NULL,"57063305.0",NULL
"IFS","Intercorp Financial Services Inc.","Financial Services","Banks - Regional",NULL,"4084550240.0",NULL
"IGA","Voya Global Advantage and Premium Opportunity Fund","Financial Services","Asset Management - Global",NULL,"181447021.0",NULL
"IGAC","IG Acquisition Corp.","Financial Services","Shell Companies",NULL,"101562296.0",NULL
"IGAP","GlucoTrack, Inc.","Healthcare","Medical - Instruments & Supplies",NULL,"50231664.0",NULL
"IGC","India Globalization Capital, Inc.","Industrials","Conglomerates",NULL,"24543042.0",NULL
"IGD","Voya Global Equity Dividend and Premium Opportunity Fund","Financial Services","Asset Management - Global",NULL,"447184395.0",NULL
"IGI","Western Asset Investment Grade Defined Opportunity Trust Inc.","Financial Services","Asset Management",NULL,"98414748.0",NULL
"IGIC","International General Insurance Holdings Ltd.","Financial Services","Insurance - Diversified",NULL,"1029385098.0",NULL
"IGMS","IGM Biosciences, Inc.","Healthcare","Biotechnology",NULL,"77548449.0",NULL
"IGNY","Ignyte Acquisition Corp.","Financial Services","Shell Companies",NULL,"261763425.0",NULL
"IGR","CBRE Global Real Estate Income Fund","Financial Services","Asset Management - Income",NULL,"718297470.0",NULL
"IGT","International Game Technology PLC","Consumer Cyclical","Gambling, Resorts & Casinos","2025-05-31","2971890720.0",NULL
"IGTAR","Inception Growth Acquisition Limited","Financial Services","Shell Companies",NULL,"614020.0",NULL
"IGTAW","Inception Growth Acquisition Limited","Financial Services","Shell Companies",NULL,"37343872.0",NULL
"IH","iHuman Inc.","Consumer Defensive","Education & Training Services","2025-05-31","10815482.0",NULL
"IHD","Voya Emerging Markets High Dividend Equity Fund","Financial Services","Asset Management",NULL,"105790883.0",NULL
